unit_number,time_in_cycles,sensor_11,sensor_4,sensor_15,sensor_2,sensor_17,sensor_3,sensor_8,sensor_13,sensor_9,sensor_14,sensor_20,sensor_21,sensor_7,sensor_12
11,46,47.17,1398.47,8.4173,641.7,392,1581.5,2387.96,2387.98,9061.71,8137.83,39.04,23.5197,554.16,522.26
11,47,47.19,1397.92,8.4126,642.39,393,1587.17,2388.04,2388.03,9055.24,8135.6,38.95,23.3655,554.21,522.34
11,48,47.32,1400.98,8.3858,642.43,393,1589.74,2388.01,2388.01,9056.68,8138.82,39.12,23.426,554.35,521.97
11,49,47.27,1399.38,8.4135,641.96,393,1575.0,2388.02,2388.05,9055.62,8135.44,38.98,23.477,554.37,522.86
11,50,47.2,1403.6,8.4526,642.27,390,1571.84,2388.04,2388.04,9060.87,8143.91,39.09,23.4715,553.75,521.92
11,51,47.25,1398.17,8.422,642.34,390,1584.54,2388.01,2388.03,9058.91,8139.98,39.0,23.3789,554.69,522.38
11,52,47.17,1403.83,8.3852,642.46,392,1583.06,2388.03,2388.06,9047.21,8142.49,38.99,23.4803,555.18,522.66
11,53,47.2,1392.95,8.4087,642.49,392,1583.43,2388.04,2388.04,9053.36,8140.34,39.1,23.3581,555.13,522.59
11,54,47.23,1394.84,8.4052,642.36,391,1589.87,2388.03,2387.99,9054.95,8142.01,39.02,23.4614,554.59,522.0
11,55,47.24,1391.51,8.4011,642.11,392,1587.89,2388.07,2388.03,9057.67,8138.8,39.01,23.4166,554.04,521.96
11,56,47.27,1400.18,8.3797,642.7,392,1584.42,2388.05,2388.06,9050.18,8134.67,39.09,23.3369,554.38,521.92
11,57,47.31,1402.39,8.3852,642.08,392,1584.82,2388.0,2388.01,9052.35,8143.05,39.01,23.5788,554.6,522.42
11,58,47.36,1405.3,8.3997,641.79,391,1581.77,2388.04,2388.03,9051.44,8139.04,39.09,23.301,554.61,522.19
11,59,47.17,1405.2,8.4084,642.45,392,1585.68,2388.06,2387.98,9053.24,8139.68,38.87,23.3353,555.21,522.11
11,60,47.36,1398.27,8.3992,642.11,393,1585.22,2387.97,2388.04,9062.2,8139.74,38.98,23.2988,554.13,522.27
11,61,47.09,1399.97,8.4256,642.06,392,1595.45,2388.01,2388.0,9053.92,8138.19,39.05,23.5049,553.83,522.31
11,62,47.17,1398.58,8.4093,642.0,391,1586.58,2387.96,2388.0,9052.48,8143.93,38.83,23.35,555.3,522.26
11,63,47.31,1393.16,8.3898,641.98,392,1585.86,2388.02,2388.0,9055.39,8137.57,39.09,23.4401,554.07,522.02
11,64,47.37,1398.68,8.3873,641.97,391,1584.22,2387.97,2388.01,9050.78,8138.86,39.04,23.2613,555.04,522.12
11,65,47.31,1398.46,8.3914,642.43,391,1588.24,2388.07,2388.05,9057.54,8138.34,38.79,23.3453,554.11,522.41
11,66,47.19,1397.4,8.3816,642.72,392,1588.41,2388.05,2387.98,9060.31,8139.93,39.12,23.4133,554.47,522.14
11,67,47.4,1394.41,8.3935,642.3,391,1585.26,2387.96,2388.07,9061.18,8143.57,38.99,23.3399,555.33,522.62
11,68,47.24,1403.57,8.4065,642.23,391,1583.28,2388.04,2388.02,9057.44,8141.13,38.92,23.3509,554.36,522.27
11,69,47.28,1400.55,8.4009,642.24,392,1586.27,2388.02,2388.09,9049.58,8141.14,38.86,23.461,554.23,522.23
11,70,47.26,1401.56,8.4101,642.34,393,1580.13,2387.98,2388.01,9050.03,8147.07,38.89,23.3699,554.11,522.12
11,71,47.4,1394.86,8.4211,642.57,391,1586.2,2388.02,2388.02,9055.94,8138.34,39.1,23.4454,554.99,521.88
11,72,47.17,1400.38,8.4049,642.32,393,1591.12,2388.04,2388.03,9057.21,8144.22,38.8,23.3863,553.96,522.0
11,73,47.19,1397.97,8.3978,642.07,392,1584.11,2387.95,2388.03,9055.11,8141.16,38.94,23.3674,553.95,522.95
11,74,47.44,1395.96,8.412,642.27,392,1585.03,2388.01,2388.03,9061.66,8144.31,38.89,23.5082,554.51,521.86
11,75,47.3,1391.07,8.4128,641.95,392,1580.27,2388.0,2388.04,9058.23,8138.31,38.99,23.3972,554.31,522.08
11,76,47.25,1403.1,8.4069,642.07,395,1584.39,2387.96,2388.03,9058.95,8139.11,38.96,23.3912,553.78,521.79
11,77,47.19,1399.83,8.3871,642.42,391,1589.24,2388.02,2387.94,9056.66,8143.32,39.04,23.37,554.46,522.21
11,78,47.32,1396.85,8.3964,642.0,393,1588.75,2387.98,2388.01,9058.16,8136.36,39.03,23.3964,553.93,522.56
11,79,47.14,1396.23,8.425,642.36,392,1582.83,2388.02,2388.07,9054.08,8138.6,38.98,23.3147,553.95,521.93
11,80,47.21,1403.0,8.4361,641.96,392,1590.13,2388.01,2387.98,9051.88,8139.74,39.11,23.493,554.07,522.02
11,81,47.09,1401.14,8.4064,642.54,392,1583.78,2388.0,2387.96,9055.11,8135.51,39.0,23.3403,554.8,522.27
11,82,47.07,1394.27,8.4129,642.37,391,1590.35,2388.04,2388.1,9056.42,8136.87,38.95,23.3266,554.19,522.42
11,83,47.33,1402.02,8.42,642.49,393,1590.06,2388.0,2388.0,9058.86,8140.86,39.11,23.4632,554.42,521.66
11,84,47.23,1396.88,8.4424,641.99,393,1590.02,2388.02,2388.02,9059.07,8136.31,38.88,23.2796,554.16,521.84
11,85,47.24,1396.96,8.3929,642.63,392,1586.68,2387.98,2388.06,9063.45,8140.14,38.95,23.3431,554.29,522.44
11,86,47.36,1402.28,8.3961,642.62,394,1583.63,2388.04,2388.04,9054.39,8137.91,38.75,23.4414,553.96,522.43
11,87,47.25,1393.42,8.4316,642.3,392,1579.51,2388.04,2388.07,9065.09,8140.06,39.08,23.3275,554.91,522.52
11,88,47.35,1402.89,8.4,642.14,391,1589.38,2388.02,2388.1,9057.43,8140.75,38.9,23.3643,553.66,522.25
11,89,47.23,1402.26,8.418,642.28,394,1585.72,2388.03,2388.05,9047.54,8140.07,38.82,23.4642,554.28,522.04
11,90,47.06,1399.76,8.4055,642.14,392,1591.91,2388.02,2388.0,9061.71,8140.94,38.94,23.3496,554.37,522.02
11,91,47.22,1402.13,8.4081,642.6,392,1591.09,2388.04,2388.01,9055.96,8146.16,38.92,23.3725,554.54,522.21
11,92,47.16,1397.51,8.428,642.64,393,1586.27,2388.1,2388.01,9054.0,8140.6,39.02,23.519,554.5,522.14
11,93,47.47,1403.52,8.4103,641.9,390,1591.55,2388.05,2388.06,9053.77,8142.06,38.93,23.3372,553.87,521.95
11,94,47.29,1407.02,8.4094,642.3,390,1588.6,2388.0,2388.01,9054.9,8140.13,38.87,23.4122,553.96,522.83
11,95,47.27,1395.26,8.432,642.67,392,1587.52,2387.98,2387.99,9053.82,8143.04,38.98,23.4589,554.63,522.46
11,96,47.34,1395.03,8.4086,642.02,393,1581.98,2387.99,2388.07,9062.64,8139.27,38.9,23.4472,553.94,521.93
11,97,47.14,1406.27,8.4119,641.98,392,1588.9,2388.03,2388.02,9056.62,8134.87,39.04,23.3906,553.79,522.42
11,98,47.27,1397.71,8.4252,642.31,392,1584.87,2388.1,2388.03,9056.13,8142.52,39.07,23.3365,553.83,522.01
11,99,47.24,1394.92,8.4511,642.13,392,1581.23,2388.07,2388.02,9056.34,8140.06,39.07,23.4178,554.32,521.95
11,100,47.19,1402.81,8.3896,642.32,392,1587.87,2388.04,2388.04,9055.5,8139.44,38.81,23.376,554.72,521.96
11,101,47.27,1399.46,8.4011,642.28,391,1584.59,2388.01,2388.01,9062.14,8145.75,38.91,23.4353,554.61,522.4
11,102,47.36,1394.53,8.4309,642.21,393,1587.73,2388.01,2388.08,9058.48,8136.28,38.9,23.4063,555.04,522.0
11,103,47.27,1406.52,8.4019,642.5,393,1579.9,2388.03,2388.02,9056.15,8143.93,38.8,23.377,553.79,522.05
11,104,47.4,1392.54,8.3803,642.28,391,1586.62,2388.06,2388.03,9053.68,8141.03,38.93,23.3845,554.16,521.67
11,105,47.37,1401.55,8.3802,642.49,393,1590.06,2388.03,2388.04,9066.05,8140.08,39.0,23.4192,553.82,522.69
11,106,47.13,1399.65,8.3985,642.0,393,1590.45,2388.1,2388.07,9064.05,8139.91,39.07,23.4773,554.57,522.31
11,107,47.26,1399.41,8.3783,642.27,391,1580.91,2388.07,2388.01,9058.76,8138.8,39.1,23.3214,554.73,522.64
11,108,47.37,1396.72,8.4231,642.27,391,1590.02,2387.97,2388.09,9061.97,8146.13,39.02,23.4415,553.26,522.37
11,109,47.15,1396.62,8.3793,642.57,394,1585.26,2387.97,2388.0,9052.23,8143.23,39.08,23.3933,553.93,522.39
11,110,47.21,1399.72,8.3785,642.18,391,1592.33,2387.99,2388.01,9057.7,8148.94,38.81,23.4207,554.17,521.93
11,111,47.43,1391.22,8.4374,642.17,392,1590.1,2388.01,2388.04,9059.87,8138.83,39.21,23.4053,554.21,522.14
11,112,47.37,1391.29,8.3999,642.63,392,1582.95,2388.05,2388.07,9054.54,8136.68,39.01,23.4675,554.04,522.36
11,113,47.2,1399.14,8.3729,642.54,393,1584.52,2388.0,2387.98,9061.16,8138.66,39.18,23.3392,553.76,521.84
11,114,47.35,1401.8,8.4027,642.22,393,1589.45,2388.02,2388.04,9064.9,8145.28,38.98,23.4464,554.11,521.73
11,115,47.2,1397.09,8.4318,642.08,392,1577.94,2388.04,2388.0,9065.4,8145.89,38.99,23.3886,554.33,521.78
11,116,47.47,1400.27,8.4058,642.03,392,1582.25,2388.05,2388.02,9060.08,8144.14,38.84,23.4434,554.89,522.13
11,117,47.27,1399.08,8.4061,642.29,392,1588.99,2388.08,2388.02,9063.96,8145.25,38.86,23.4561,553.72,521.55
11,118,47.22,1410.69,8.4245,642.15,393,1582.3,2388.04,2387.94,9071.59,8143.55,38.85,23.2986,554.1,522.05
11,119,47.49,1402.35,8.4309,642.35,392,1582.34,2388.04,2387.99,9058.95,8140.54,39.12,23.4008,553.79,522.06
11,120,47.35,1398.02,8.4613,641.68,391,1592.75,2388.03,2388.03,9063.51,8138.85,38.98,23.4447,554.43,522.05
11,121,47.34,1402.7,8.4059,642.76,393,1582.4,2388.02,2388.06,9062.42,8144.46,38.9,23.316,553.71,522.31
11,122,47.27,1405.57,8.411,642.83,391,1584.81,2388.0,2388.06,9059.84,8143.01,38.94,23.3843,553.81,521.99
11,123,47.35,1397.49,8.401,642.5,393,1586.47,2388.09,2388.07,9059.05,8144.54,38.78,23.3174,554.58,522.04
11,124,47.2,1404.35,8.4334,642.33,392,1591.74,2388.05,2388.02,9059.65,8149.43,38.92,23.3691,553.94,522.32
11,125,47.5,1403.9,8.4018,642.07,391,1596.07,2387.98,2388.02,9065.39,8146.8,38.93,23.4796,554.18,521.42
11,126,47.31,1403.67,8.4358,641.9,392,1587.99,2388.06,2388.04,9058.43,8135.78,39.05,23.3785,554.4,522.5
11,127,47.44,1405.37,8.4153,641.8,393,1587.67,2388.08,2388.03,9059.25,8139.06,39.12,23.4503,554.2,521.73
11,128,47.44,1408.11,8.4113,642.21,392,1583.75,2388.05,2388.01,9068.46,8148.41,38.81,23.2457,554.25,522.02
11,129,47.43,1401.0,8.3722,642.8,394,1582.18,2388.03,2388.04,9065.13,8141.82,38.88,23.2947,554.51,521.67
11,130,47.21,1399.84,8.4119,642.17,392,1586.67,2388.05,2388.03,9060.72,8144.99,39.05,23.2464,553.74,521.98
11,131,47.35,1398.91,8.4148,642.24,392,1588.51,2387.96,2388.05,9051.26,8151.74,39.08,23.4255,553.87,522.24
11,132,47.3,1398.47,8.4236,642.11,392,1583.51,2388.04,2388.05,9058.57,8141.1,38.83,23.4041,554.27,522.17
11,133,47.39,1399.55,8.4271,642.29,393,1581.62,2388.05,2388.0,9057.11,8141.82,39.02,23.3433,554.49,521.41
11,134,47.25,1411.41,8.3899,642.46,392,1579.85,2388.06,2388.09,9069.31,8147.74,38.74,23.4338,553.13,521.79
11,135,47.36,1403.08,8.4094,642.63,393,1589.76,2388.06,2388.06,9064.12,8141.01,38.91,23.2903,554.57,521.77
11,136,47.36,1399.82,8.4335,642.03,393,1585.65,2388.08,2388.0,9077.75,8140.73,38.97,23.5463,554.85,521.57
11,137,47.27,1403.68,8.4173,641.71,392,1584.31,2388.08,2388.05,9071.44,8147.34,38.83,23.2449,553.76,521.84
11,138,47.36,1404.53,8.4331,642.78,392,1578.23,2388.06,2388.08,9067.55,8142.0,38.97,23.375,555.17,521.85
11,139,47.42,1405.9,8.428,641.96,393,1583.02,2388.0,2388.12,9068.8,8149.41,39.09,23.1994,554.16,521.91
11,140,47.26,1401.7,8.4184,642.52,394,1588.37,2388.06,2387.98,9059.87,8146.7,39.03,23.3892,554.5,521.56
11,141,47.45,1402.05,8.4207,642.05,394,1587.16,2388.0,2388.04,9066.81,8145.85,38.89,23.3066,553.79,521.74
11,142,47.35,1406.78,8.4112,642.96,392,1583.17,2388.03,2388.0,9063.2,8146.16,39.14,23.4088,554.77,522.57
11,143,47.44,1399.7,8.458,642.21,393,1589.4,2387.97,2387.98,9072.83,8144.46,38.81,23.3783,554.32,521.55
11,144,47.38,1401.62,8.454,642.61,392,1584.22,2388.03,2388.04,9072.16,8149.35,38.79,23.3179,554.28,522.12
11,145,47.46,1409.25,8.4027,642.48,393,1587.0,2388.06,2388.07,9066.6,8143.43,38.78,23.3262,554.24,521.02
11,146,47.33,1403.74,8.4312,642.13,393,1587.19,2387.99,2388.05,9070.61,8148.68,39.1,23.2712,553.85,521.96
11,147,47.57,1407.81,8.4047,642.56,393,1585.41,2388.03,2388.07,9066.95,8151.4,38.87,23.3068,553.39,521.91
11,148,47.47,1410.15,8.4286,642.62,393,1593.51,2388.04,2388.07,9067.71,8153.14,38.86,23.3528,553.41,521.97
11,149,47.47,1411.83,8.4166,642.98,392,1592.98,2388.04,2388.04,9068.98,8143.69,38.72,23.3379,553.58,521.56
11,150,47.26,1402.72,8.4277,642.06,393,1584.02,2388.06,2388.07,9065.96,8144.14,39.13,23.3631,553.68,521.89
11,151,47.19,1405.47,8.4166,642.89,394,1589.2,2388.06,2388.05,9064.23,8140.75,39.01,23.3398,554.09,521.94
11,152,47.37,1401.33,8.4052,642.53,393,1591.83,2388.04,2388.09,9070.58,8155.54,38.65,23.3459,553.49,522.04
11,153,47.32,1405.94,8.4272,642.46,394,1592.3,2388.05,2388.07,9068.83,8146.52,38.87,23.2887,552.73,522.09
11,154,47.45,1400.91,8.4356,642.83,392,1589.3,2387.99,2388.03,9067.95,8154.82,39.02,23.3234,553.53,521.98
11,155,47.5,1403.41,8.4097,642.23,392,1587.73,2388.05,2388.05,9068.36,8148.98,38.98,23.2446,553.58,522.05
11,156,47.37,1402.44,8.4318,642.29,393,1583.59,2388.12,2388.03,9074.93,8144.97,38.73,23.3631,553.9,522.0
11,157,47.44,1402.6,8.4206,642.61,395,1590.78,2388.11,2388.01,9070.72,8147.69,39.17,23.3007,554.37,522.26
11,158,47.36,1400.72,8.4512,642.47,393,1590.39,2388.09,2388.02,9073.04,8151.17,38.77,23.314,553.43,521.57
11,159,47.25,1412.72,8.4349,642.04,392,1593.59,2388.09,2388.02,9068.39,8150.18,38.82,23.4165,553.48,521.82
11,160,47.48,1405.19,8.4609,642.82,393,1587.98,2388.05,2388.07,9072.8,8148.46,38.84,23.3837,553.19,521.78
11,161,47.4,1401.88,8.4165,642.28,394,1585.28,2388.05,2388.03,9070.64,8155.92,38.84,23.3048,554.01,521.46
11,162,47.4,1402.67,8.4137,642.42,394,1593.8,2388.12,2388.06,9070.97,8150.12,38.94,23.3716,553.76,521.2
11,163,47.51,1398.22,8.4407,641.95,393,1590.62,2388.06,2388.06,9075.71,8150.8,38.91,23.3253,553.91,521.97
11,164,47.3,1400.01,8.4468,642.71,393,1590.29,2388.06,2388.0,9077.75,8154.65,38.92,23.289,553.76,521.8
11,165,47.45,1411.62,8.4446,642.55,393,1596.82,2388.04,2388.1,9070.25,8152.31,38.85,23.3122,553.6,521.63
11,166,47.56,1402.71,8.4301,642.68,393,1587.0,2388.09,2388.08,9078.42,8154.6,38.88,23.404,553.54,521.73
11,167,47.55,1406.61,8.4285,642.3,393,1592.45,2388.11,2388.02,9072.23,8148.81,38.84,23.3611,553.65,521.1
11,168,47.59,1405.65,8.4594,643.18,393,1581.81,2388.04,2388.04,9072.98,8151.28,38.67,23.29,553.72,521.45
11,169,47.47,1408.07,8.4293,642.46,392,1580.78,2388.06,2388.01,9077.23,8157.98,38.86,23.2977,553.3,521.53
11,170,47.47,1399.02,8.4334,641.97,394,1588.75,2388.05,2388.1,9070.72,8150.43,38.88,23.321,553.3,521.77
11,171,47.33,1412.85,8.4531,643.01,392,1590.91,2388.09,2387.99,9077.19,8152.96,38.93,23.2692,553.31,521.76
11,172,47.56,1401.46,8.4425,642.45,393,1586.91,2388.07,2388.1,9082.17,8156.52,38.81,23.4505,554.11,521.67
11,173,47.55,1404.02,8.4108,642.22,392,1591.75,2388.06,2388.08,9077.61,8154.79,38.66,23.3108,554.15,521.61
11,174,47.49,1411.04,8.4672,642.52,392,1592.14,2388.09,2388.07,9079.31,8157.32,38.86,23.3877,554.27,521.41
11,175,47.42,1403.34,8.4273,642.9,393,1587.68,2388.02,2388.12,9077.88,8159.93,38.76,23.241,553.55,521.66
11,176,47.13,1411.16,8.453,642.37,394,1590.8,2388.07,2388.05,9076.9,8153.47,38.91,23.4046,553.45,521.53
11,177,47.57,1404.25,8.4445,642.82,393,1589.03,2388.05,2388.0,9081.19,8155.88,38.79,23.2483,553.34,521.82
11,178,47.54,1405.88,8.4307,642.77,391,1595.91,2388.05,2388.03,9084.31,8161.33,38.8,23.3742,553.62,521.69
11,179,47.62,1412.68,8.4718,642.85,392,1590.33,2388.06,2388.06,9082.79,8155.75,38.84,23.3466,553.48,521.09
11,180,47.53,1407.66,8.4323,642.91,393,1587.71,2388.07,2388.08,9076.45,8158.23,38.67,23.2629,553.23,521.72
11,181,47.61,1406.71,8.4414,642.57,394,1590.02,2388.13,2388.09,9077.44,8157.41,38.68,23.2518,553.59,521.66
11,182,47.67,1402.03,8.424,642.59,394,1588.41,2388.03,2388.08,9081.27,8161.89,38.89,23.2896,553.27,521.48
11,183,47.35,1404.72,8.444,642.78,393,1587.06,2388.04,2388.07,9084.24,8159.18,38.59,23.2455,553.33,521.29
11,184,47.79,1419.01,8.4274,642.91,392,1595.5,2388.06,2388.08,9089.0,8163.45,38.83,23.3222,552.96,521.75
11,185,47.48,1414.52,8.4508,642.85,394,1587.53,2388.13,2388.05,9082.19,8154.81,38.89,23.2396,553.26,521.41
11,186,47.47,1409.5,8.4316,642.6,394,1589.21,2388.12,2388.12,9091.9,8157.84,38.97,23.204,553.2,521.49
11,187,47.53,1417.17,8.4573,642.32,393,1587.31,2388.02,2388.05,9083.3,8163.86,38.89,23.3545,552.85,521.71
11,188,47.52,1412.07,8.4663,643.19,393,1602.38,2388.11,2388.09,9081.55,8164.4,38.83,23.3734,553.98,521.42
11,189,47.48,1404.31,8.4781,642.45,394,1596.93,2388.06,2388.08,9083.66,8170.05,38.69,23.3143,552.94,521.06
11,190,47.64,1404.18,8.4567,642.74,393,1599.98,2388.11,2388.06,9083.7,8163.16,38.93,23.2675,553.33,521.69
11,191,47.45,1414.78,8.4506,642.44,394,1590.57,2388.03,2388.04,9082.58,8167.05,38.75,23.3386,552.77,521.31
11,192,47.53,1415.89,8.4462,642.25,394,1587.95,2388.0,2388.1,9082.49,8166.62,38.86,23.174,553.41,521.39
11,193,47.6,1414.9,8.4269,642.62,394,1594.23,2388.07,2388.14,9089.0,8167.06,38.79,23.3255,553.67,521.41
11,194,47.73,1417.31,8.4835,643.09,394,1591.38,2388.06,2388.12,9093.31,8162.99,38.73,23.3257,553.98,521.94
11,195,47.73,1416.86,8.5017,643.38,393,1591.11,2388.09,2388.14,9087.71,8164.02,38.81,23.2551,552.92,520.91
11,196,47.84,1416.39,8.451,643.24,394,1593.96,2388.1,2388.08,9090.25,8167.88,38.83,23.2212,552.86,521.32
11,197,47.65,1407.81,8.4764,642.82,392,1596.08,2388.13,2388.01,9089.76,8168.93,38.78,23.217,553.82,521.07
11,198,47.72,1412.42,8.4667,643.22,394,1597.7,2388.09,2388.07,9092.56,8169.21,38.82,23.269,553.2,521.35
11,199,47.77,1407.33,8.4817,642.75,394,1594.39,2388.03,2388.07,9095.73,8166.52,38.69,23.1649,552.85,521.56
11,200,47.61,1419.89,8.4804,642.82,394,1593.09,2388.11,2388.07,9098.29,8173.27,38.98,23.276,552.74,521.21
11,201,47.67,1409.84,8.4573,642.74,394,1594.0,2388.08,2388.06,9099.23,8173.92,38.92,23.2324,552.99,521.59
11,202,47.66,1416.12,8.4582,642.82,395,1595.43,2388.12,2388.08,9100.5,8174.1,38.84,23.2307,553.2,520.75
11,203,47.59,1415.68,8.4766,643.27,394,1594.42,2388.07,2388.09,9099.07,8172.72,38.65,23.265,553.71,521.49
11,204,47.57,1413.66,8.48,643.01,394,1600.78,2388.13,2388.05,9096.62,8177.44,38.6,23.1804,552.63,521.15
11,205,47.75,1407.48,8.4622,643.32,395,1599.68,2388.11,2388.06,9108.56,8175.98,38.64,23.2295,553.86,520.82
11,206,47.57,1416.59,8.4492,643.06,394,1592.38,2388.1,2388.07,9108.93,8170.88,38.69,23.2278,552.31,520.64
11,207,47.67,1408.91,8.4714,642.53,395,1592.09,2388.03,2388.12,9104.16,8182.03,38.74,23.1952,552.98,520.7
11,208,47.71,1410.5,8.4832,643.42,392,1597.0,2388.11,2388.1,9103.42,8175.53,38.63,23.2749,553.11,521.36
11,209,47.89,1418.53,8.4461,642.79,395,1592.08,2388.09,2388.08,9105.93,8177.4,38.86,23.1302,553.15,521.57
11,210,47.78,1417.71,8.4693,644.09,394,1595.84,2388.08,2388.09,9104.37,8180.88,38.59,23.1738,552.87,520.93
11,211,47.76,1411.15,8.4749,642.86,396,1589.33,2388.08,2388.03,9108.45,8176.81,38.48,23.2501,553.23,521.2
11,212,47.81,1416.11,8.4743,643.31,393,1601.93,2388.12,2388.11,9102.76,8182.99,38.85,23.194,552.67,521.36
11,213,47.82,1417.44,8.4793,642.97,395,1600.91,2388.06,2388.17,9105.88,8180.98,38.67,23.1144,552.92,520.43
11,214,47.92,1408.39,8.4818,643.24,396,1598.2,2388.15,2388.17,9105.88,8177.98,38.61,23.1432,553.09,520.81
11,215,47.74,1421.25,8.4508,643.24,395,1592.43,2388.13,2388.12,9114.36,8184.33,38.73,23.2806,552.73,520.96
11,216,47.67,1419.4,8.4468,643.1,395,1595.6,2388.1,2388.12,9106.96,8190.1,38.68,23.1628,552.01,520.79
11,217,47.77,1413.99,8.468,642.94,393,1595.48,2388.1,2388.11,9108.27,8185.43,38.51,23.2706,552.64,520.61
11,218,47.86,1415.34,8.4751,643.43,395,1605.0,2388.1,2388.12,9119.89,8186.36,38.72,23.2289,552.37,521.1
11,219,47.88,1419.38,8.4657,642.91,395,1603.37,2388.13,2388.13,9115.1,8182.76,38.49,23.0955,552.42,520.43
11,220,47.92,1418.16,8.4637,643.18,396,1599.36,2388.11,2388.09,9114.67,8191.42,38.6,23.1006,552.28,520.7
11,221,47.83,1422.01,8.4479,643.39,396,1596.2,2388.08,2388.12,9124.62,8193.41,38.47,23.2252,552.64,520.77
11,222,47.89,1419.71,8.489,643.38,394,1596.23,2388.07,2388.08,9126.01,8193.99,38.56,23.1194,552.58,521.03
11,223,47.87,1413.78,8.4933,643.27,397,1594.78,2388.07,2388.13,9131.05,8193.97,38.7,23.1471,552.45,520.82
11,224,47.81,1424.28,8.4721,643.19,396,1598.12,2388.05,2388.07,9125.89,8194.36,38.44,23.2245,552.62,521.26
11,225,48.0,1415.65,8.4877,643.28,396,1604.2,2388.11,2388.08,9126.81,8196.21,38.62,23.13,552.75,520.17
11,226,47.97,1418.47,8.5266,643.26,395,1601.06,2388.2,2388.12,9127.0,8196.85,38.57,23.1209,552.49,520.04
11,227,48.0,1431.26,8.4435,643.04,396,1605.96,2388.1,2388.12,9132.23,8200.57,38.68,23.2125,551.89,520.36
11,228,48.0,1418.52,8.4726,643.24,396,1605.75,2388.17,2388.16,9131.81,8204.7,38.6,23.1412,551.13,520.81
11,229,47.97,1418.75,8.4909,643.57,396,1594.52,2388.13,2388.08,9147.23,8204.27,38.56,23.1104,552.74,520.54
11,230,48.11,1421.19,8.4853,643.45,395,1600.48,2388.1,2388.13,9137.16,8203.44,38.41,23.0951,551.46,520.58
11,231,47.99,1416.66,8.5039,643.77,397,1605.96,2388.09,2388.1,9136.72,8207.25,38.51,23.0519,552.66,521.13
11,232,48.06,1415.05,8.5408,643.57,395,1608.8,2388.17,2388.15,9138.91,8210.31,38.71,23.0727,552.5,520.3
11,233,47.84,1423.14,8.4921,643.4,395,1605.43,2388.12,2388.13,9138.15,8210.46,38.53,23.2003,552.56,520.75
11,234,47.94,1420.0,8.5148,643.65,397,1592.79,2388.18,2388.13,9145.42,8209.19,38.56,23.0208,551.69,520.86
11,235,48.01,1426.16,8.5183,643.22,395,1597.07,2388.17,2388.14,9153.67,8209.57,38.37,23.0664,552.6,520.66
11,236,48.03,1420.43,8.5166,643.6,397,1609.02,2388.12,2388.14,9145.76,8210.25,38.28,23.1657,551.82,519.95
11,237,48.16,1429.22,8.5383,643.5,395,1601.64,2388.25,2388.18,9152.41,8208.22,38.49,23.1025,552.54,520.39
11,238,48.04,1426.44,8.5121,643.27,396,1607.24,2388.18,2388.12,9150.92,8214.81,38.33,23.1283,550.55,520.18
11,239,48.24,1424.85,8.4947,643.68,396,1608.34,2388.23,2388.17,9151.7,8218.6,38.49,23.0304,552.0,520.07
11,240,48.19,1432.38,8.5135,643.52,397,1598.71,2388.19,2388.16,9155.67,8218.2,38.28,23.0558,552.03,519.94
13,1,47.46,1405.5,8.4393,641.94,392,1594.32,2388.07,2388.11,9051.55,8131.99,38.76,23.3793,554.14,520.87
13,2,47.5,1406.78,8.4325,642.61,393,1592.31,2388.11,2388.08,9053.39,8135.24,38.97,23.2731,553.08,521.45
13,3,47.43,1410.36,8.4642,642.23,393,1589.66,2388.1,2388.1,9061.71,8137.34,38.67,23.2775,553.29,521.66
13,4,47.65,1408.66,8.4115,642.67,391,1593.12,2388.12,2388.16,9047.99,8133.29,38.8,23.3566,553.71,521.44
13,5,47.56,1408.31,8.3731,642.77,393,1589.93,2388.08,2388.14,9057.89,8133.3,39.08,23.4748,553.21,521.32
13,6,47.58,1406.72,8.4222,642.83,392,1589.25,2388.15,2388.1,9053.61,8134.54,38.88,23.2899,553.29,521.7
13,7,47.42,1402.15,8.43,642.69,392,1591.14,2388.09,2388.06,9057.27,8140.95,38.92,23.285,553.16,521.31
13,8,47.58,1399.39,8.4281,642.41,393,1590.39,2388.12,2388.12,9053.8,8132.12,38.94,23.4308,552.75,521.46
13,9,47.54,1416.61,8.4141,642.76,393,1589.31,2388.1,2388.1,9053.53,8136.5,38.61,23.2479,553.56,521.28
13,10,47.45,1410.1,8.4321,642.31,391,1594.02,2388.08,2388.14,9055.86,8131.43,38.75,23.272,552.65,521.86
13,11,47.57,1403.72,8.4001,642.81,394,1590.74,2388.08,2388.1,9057.06,8132.71,38.86,23.3338,553.43,522.2
13,12,47.55,1407.15,8.4438,641.91,394,1585.92,2388.07,2388.09,9057.66,8140.59,38.77,23.3329,553.28,521.58
13,13,47.43,1409.62,8.4336,643.25,394,1599.99,2388.13,2388.1,9055.24,8135.84,38.83,23.2979,553.27,521.66
13,14,47.5,1409.34,8.4295,642.22,392,1591.18,2388.08,2388.07,9059.89,8139.03,38.9,23.2906,553.57,520.85
13,15,47.68,1406.2,8.3932,642.79,391,1594.09,2388.12,2388.06,9055.37,8131.19,38.91,23.3631,552.9,522.15
13,16,47.42,1409.0,8.4156,642.59,394,1595.91,2388.07,2388.05,9052.1,8136.84,38.97,23.3014,553.08,521.74
